% lon        lat           depth(km)    x(km)   y(km)        dx              dy              slip(m)     rake             dip          strike      timerup(s)    rise(s)
13.0856142 42.9505577 -5.86323 0.0000000e+00 -7.0000000e+00 5.0000000e+02 5.0000000e+02 1.5217890e-01 -9.4556919e+01 4.7000000e+01 1.5500000e+02 4.6428571e+00 3.6000000e+00
13.0818148 42.9492645 -6.22891 0.0000000e+00 -7.5000000e+00 5.0000000e+02 5.0000000e+02 1.3572076e-01 -1.0844377e+02 4.7000000e+01 1.5500000e+02 4.5771449e+00 3.6000000e+00
13.0780144 42.9479675 -6.59459 0.0000000e+00 -8.0000000e+00 5.0000000e+02 5.0000000e+02 1.2308310e-01 -1.1820385e+02 4.7000000e+01 1.5500000e+02 4.5175395e+00 3.6000000e+00
13.0742149 42.9466705 -6.96026 0.0000000e+00 -8.5000000e+00 5.0000000e+02 5.0000000e+02 1.1608691e-01 -1.1872620e+02 4.7000000e+01 1.5500000e+02 4.4642857e+00 3.6000000e+00
13.0704145 42.9453735 -7.32594 0.0000000e+00 -9.0000000e+00 5.0000000e+02 5.0000000e+02 1.1163744e-01 -1.1330725e+02 4.7000000e+01 1.5500000e+02 4.4176132e+00 3.6000000e+00
13.0666142 42.9440765 -7.69162 0.0000000e+00 -9.5000000e+00 5.0000000e+02 5.0000000e+02 1.0795859e-01 -1.0617340e+02 4.7000000e+01 1.5500000e+02 4.3777324e+00 3.6000000e+00
13.0628147 42.9427795 -8.05729 0.0000000e+00 -1.0000000e+01 5.0000000e+02 5.0000000e+02 1.0327424e-01 -1.0239412e+02 4.7000000e+01 1.5500000e+02 4.3448304e+00 3.6000000e+00
13.0590143 42.9414825 -8.42297 0.0000000e+00 -1.0500000e+01 5.0000000e+02 5.0000000e+02 9.6796723e-02 -1.0479246e+02 4.7000000e+01 1.5500000e+02 4.3190667e+00 3.6000000e+00
13.0552139 42.9401855 -8.78865 0.0000000e+00 -1.1000000e+01 5.0000000e+02 5.0000000e+02 8.9577977e-02 -1.1135578e+02 4.7000000e+01 1.5500000e+02 4.3005695e+00 3.6000000e+00
13.0514145 42.9388885 -9.15432 0.0000000e+00 -1.1500000e+01 5.0000000e+02 5.0000000e+02 8.2601303e-02 -1.1947022e+02 4.7000000e+01 1.5500000e+02 4.2894329e+00 3.6000000e+00
13.0476141 42.9375916 -9.52 0.0000000e+00 -1.2000000e+01 5.0000000e+02 5.0000000e+02 7.6850000e-02 -1.2500000e+02 4.7000000e+01 1.5500000e+02 4.2857143e+00 3.6000000e+00
13.0438147 42.9362984 -9.88568 0.0000000e+00 -1.2500000e+01 5.0000000e+02 5.0000000e+02 7.4060293e-02 -1.2511344e+02 4.7000000e+01 1.5500000e+02 4.2894329e+00 3.6000000e+00
13.0400143 42.9350014 -10.2514 0.0000000e+00 -1.3000000e+01 5.0000000e+02 5.0000000e+02 7.3216418e-02 -1.2180357e+02 4.7000000e+01 1.5500000e+02 4.3005695e+00 3.6000000e+00
13.0362139 42.9337044 -10.617 0.0000000e+00 -1.3500000e+01 5.0000000e+02 5.0000000e+02 7.1173693e-02 -1.1756721e+02 4.7000000e+01 1.5500000e+02 4.3190667e+00 3.6000000e+00
13.0324144 42.9324074 -10.9827 0.0000000e+00 -1.4000000e+01 5.0000000e+02 5.0000000e+02 6.4787437e-02 -1.1462284e+02 4.7000000e+01 1.5500000e+02 4.3448304e+00 3.6000000e+00
13.0286140 42.9311104 -11.3484 0.0000000e+00 -1.4500000e+01 5.0000000e+02 5.0000000e+02 5.3533534e-02 -1.1323720e+02 4.7000000e+01 1.5500000e+02 4.3777324e+00 3.6000000e+00
13.0248146 42.9298134 -11.7141 0.0000000e+00 -1.5000000e+01 5.0000000e+02 5.0000000e+02 3.8984327e-02 -1.1209158e+02 4.7000000e+01 1.5500000e+02 4.4176132e+00 3.6000000e+00
13.1490135 42.9672279 -0.0124023 5.0000000e-01 1.0000000e+00 5.0000000e+02 5.0000000e+02 0.0000000e+00 -4.0000000e+01 4.7000000e+01 1.5500000e+02 6.1987696e+00 3.6000000e+00
13.1452131 42.9659309 -0.378079 5.0000000e-01 5.0000000e-01 5.0000000e+02 5.0000000e+02 0.0000000e+00 -4.0000000e+01 4.7000000e+01 1.5500000e+02 6.0661742e+00 3.6000000e+00
13.1414127 42.9646339 -0.743756 5.0000000e-01 0.0000000e+00 5.0000000e+02 5.0000000e+02 0.0000000e+00 -9.0000000e+01 4.7000000e+01 1.5500000e+02 5.9359893e+00 3.6000000e+00
13.1376133 42.9633369 -1.10943 5.0000000e-01 -5.0000000e-01 5.0000000e+02 5.0000000e+02 5.8614534e-04 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.8083771e+00 3.6000000e+00
13.1338129 42.9620399 -1.47511 5.0000000e-01 -1.0000000e+00 5.0000000e+02 5.0000000e+02 8.2408600e-04 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.6835109e+00 3.6000000e+00
13.1300135 42.9607468 -1.84079 5.0000000e-01 -1.5000000e+00 5.0000000e+02 5.0000000e+02 5.0837932e-03 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.5615755e+00 3.6000000e+00
13.1262131 42.9594498 -2.20646 5.0000000e-01 -2.0000000e+00 5.0000000e+02 5.0000000e+02 1.7735238e-02 -1.3000000e+02 4.7000000e+01 1.5500000e+02 5.4427681e+00 3.6000000e+00
13.1224127 42.9581528 -2.57214 5.0000000e-01 -2.5000000e+00 5.0000000e+02 5.0000000e+02 4.4570190e-02 -1.2092882e+02 4.7000000e+01 1.5500000e+02 5.3272978e+00 3.6000000e+00
